,Name,locus_tag,headon,gene_lookup
1603,murG,BSU15220,0,1576
1604,murB,BSU15230,0,1577
1605,divIB,BSU15240,0,1578
1606,ylxW,BSU15250,0,1579
1607,ylxX,BSU15260,0,1580
1608,sbp,BSU15270,0,1581
1609,ftsA,BSU15280,0,1582
1610,ftsZ,BSU15290,0,1583
1611,bpr,BSU15300,0,1584
1612,spoIIGA,BSU15310,0,1585
1613,sigE,BSU15320,0,1586
1614,sigG,BSU15330,0,1587
1615,ylmA,BSU15340,0,1588
1616,,BSU_misc_RNA_24,0,4245
1617,thiQ,BSU15350,0,1589
1618,ylmC,BSU15360,0,1590
1619,ylmD,BSU15370,0,1591
1620,ylmE,BSU15380,0,1592
1621,sepF,BSU15390,0,1593
1622,ylmG,BSU15400,0,1594
1623,ylmH,BSU15410,0,1595
1624,divIVA,BSU15420,0,1596
1625,,BSU_misc_RNA_25,0,4246
1626,ileS,BSU15430,0,1597
1627,ylyA,BSU15440,0,1598
1628,lspA,BSU15450,0,1599
1629,rluD,BSU15460,0,1600
1630,,BSU_misc_RNA_26,0,4247
1631,pyrR,BSU15470,0,1601
1632,,BSU_misc_RNA_27,0,4248
1633,pyrP,BSU15480,0,1602
1634,,BSU_misc_RNA_28,0,4249
1635,pyrB,BSU15490,0,1603
1636,pyrC,BSU15500,0,1604
1637,pyrAA,BSU15510,0,1605
1638,pyrAB,BSU15520,0,1606
1639,pyrK,BSU15530,0,1607
1640,pyrD,BSU15540,0,1608
1641,pyrF,BSU15550,0,1609
1642,pyrE,BSU15560,0,1610
1643,,BSU_misc_RNA_29,0,4250
1644,cysH,BSU15570,0,1611
1645,cysP,BSU15580,0,1612
1646,sat,BSU15590,0,1613
1647,cysC,BSU15600,0,1614
1648,sumT,BSU15610,0,1615
1649,sirB,BSU15620,0,1616
1650,sirC,BSU15630,0,1617
1651,yloA,BSU15640,1,1618
1652,yloB,BSU15650,0,1619
1653,yloC,BSU15660,0,1620
1654,ylzA,BSU15670,0,1621
1655,gmk,BSU15680,0,1622
1656,rpoZ,BSU15690,0,1623
1657,coaBC,BSU15700,0,1624
1658,priA,BSU15710,0,1625
1659,defA,BSU15720,0,1626
1660,fmt,BSU15730,0,1627
1661,rsmB,BSU15740,0,1628
1662,yloN,BSU15750,0,1629
1663,prpC,BSU15760,0,1630
1664,prkC,BSU15770,0,1631
1665,cpgA,BSU15780,0,1632
1666,rpe,BSU15790,0,1633
1667,thiN,BSU15800,0,1634
1668,spoVM,BSU15810,0,1635
1669,rpmB,BSU15820,1,1636
1670,yloU,BSU15830,0,1637
1671,yloV,BSU15840,0,1638
1672,sdaAB,BSU15850,0,1639
1673,sdaAA,BSU15860,0,1640
1674,recG,BSU15870,0,1641
1675,fapR,BSU15880,0,1642
1676,plsX,BSU15890,0,1643
1677,fabD,BSU15900,0,1644
1678,fabG,BSU15910,0,1645
1679,acpA,BSU15920,0,1646
1680,rnc,BSU15930,0,1647
1681,smc,BSU15940,0,1648
1682,ftsY,BSU15950,0,1649
1683,ylqB,BSU15960,1,1650
1684,ylxM,BSU15970,0,1651
1685,ffh,BSU15980,0,1652
1686,rpsP,BSU15990,0,1653
1687,ylqC,BSU16000,0,1654
1688,ylqD,BSU16010,0,1655
1689,rimM,BSU16020,0,1656
1690,trmD,BSU16030,0,1657
1691,rplS,BSU16040,0,1658
1692,rbgA,BSU16050,0,1659
1693,rnhB,BSU16060,0,1660
1694,ylqG,BSU16070,0,1661
1695,ylqH,BSU16080,0,1662
1696,sucC,BSU16090,0,1663
1697,sucD,BSU16100,0,1664
1698,dprA,BSU16110,0,1665
1699,topA,BSU16120,0,1666
1700,trmFO,BSU16130,0,1667
1701,codV,BSU16140,0,1668
1702,clpQ,BSU16150,0,1669
1703,clpY,BSU16160,0,1670
1704,codY,BSU16170,0,1671
1705,flgB,BSU16180,0,1672
1706,flgC,BSU16190,0,1673
1707,fliE,BSU16200,0,1674
1708,fliF,BSU16210,0,1675
1709,fliG,BSU16220,0,1676
1710,fliH,BSU16230,0,1677
1711,fliI,BSU16240,0,1678
1712,fliJ,BSU16250,0,1679
1713,ylxF,BSU16260,0,1680
1714,fliK,BSU16270,0,1681
1715,flgD,BSU16280,0,1682
1716,flgE,BSU16290,0,1683
1717,ylzI,BSU16299,0,1684
1718,fliL,BSU16300,0,1685
1719,fliM,BSU16310,0,1686
1720,fliY,BSU16320,0,1687
1721,cheY,BSU16330,0,1688
1722,fliZ,BSU16340,0,1689
1723,fliP,BSU16350,0,1690
1724,fliQ,BSU16360,0,1691
1725,fliR,BSU16370,0,1692
1726,flhB,BSU16380,0,1693
1727,flhA,BSU16390,0,1694
1728,flhF,BSU16400,0,1695
1729,ylxH,BSU16410,0,1696
1730,cheB,BSU16420,0,1697
1731,cheA,BSU16430,0,1698
1732,cheW,BSU16440,0,1699
1733,cheC,BSU16450,0,1700
1734,cheD,BSU16460,0,1701
1735,sigD,BSU16470,0,1702
1736,ylxL,BSU16480,0,1703
1737,rpsB,BSU16490,0,1704
1738,tsf,BSU16500,0,1705
1739,pyrH,BSU16510,0,1706
1740,frr,BSU16520,0,1707
1741,uppS,BSU16530,0,1708
1742,cdsA,BSU16540,0,1709
1743,dxr,BSU16550,0,1710
1744,rseP,BSU16560,0,1711
1745,proS,BSU16570,0,1712
1746,polC,BSU16580,0,1713
1747,ylxS,BSU16590,0,1714
1748,nusA,BSU16600,0,1715
1749,ylxR,BSU16610,0,1716
1750,rplGA,BSU16620,0,1717
1751,infB,BSU16630,0,1718
1752,ylxP,BSU16640,0,1719
1753,rbfA,BSU16650,0,1720
1754,truB,BSU16660,0,1721
1755,ribC,BSU16670,0,1722
1756,rpsO,BSU16680,0,1723
1757,pnpA,BSU16690,0,1724
1758,ylxY,BSU16700,0,1725
1759,mlpA,BSU16710,0,1726
1760,ymxH,BSU16720,0,1727
1761,spoVFA,BSU16730,0,1728
1762,spoVFB,BSU16740,0,1729
1763,asd,BSU16750,0,1730
1764,dapG,BSU16760,0,1731
1765,dapA,BSU16770,0,1732
1766,rnjB,BSU16780,0,1733
1767,tepA,BSU16790,0,1734
1768,ylzJ,BSU16799,0,1735
1769,spoIIIE,BSU16800,0,1736
1770,ymfC,BSU16810,0,1737
1771,ymfD,BSU16825,0,1738
1772,ymfF,BSU16845,0,1739
1773,ymfH,BSU16860,0,1740
1774,ymfI,BSU16870,0,1741
1775,ymfJ,BSU16880,0,1742
1776,ymfK,BSU16890,0,1743
1777,ymfK,BSU16900,0,1744
1778,ymfM,BSU16910,0,1745
1779,pgsA,BSU16920,0,1746
1780,cinA,BSU16930,0,1747
1781,recA,BSU16940,0,1748
1782,pbpX,BSU16950,0,1749
1783,ymdA,BSU16960,0,1750
1784,ymdB,BSU16970,0,1751
1785,spoVS,BSU16980,0,1752
1786,tdh,BSU16990,0,1753
1787,kbl,BSU17000,0,1754
1788,ymcB,BSU17010,0,1755
1789,ymcA,BSU17020,0,1756
1790,cotE,BSU17030,0,1757
1791,mutS,BSU17040,0,1758
1792,mutL,BSU17050,0,1759
1793,ymzD,BSU17060,1,1760
1794,ymcC,BSU17070,1,1761
1795,pksA,BSU17080,0,1762
1796,pksB,BSU17090,0,1763
1797,pksC,BSU17100,0,1764
1798,pksD,BSU17110,0,1765
1799,pksE,BSU17120,0,1766
1800,acpK,BSU17130,0,1767
1801,pksF,BSU17140,0,1768
1802,pksG,BSU17150,0,1769
1803,pksH,BSU17160,0,1770
1804,pksI,BSU17170,0,1771
1805,pksJ,BSU17180,0,1772
1806,pksL,BSU17190,0,1773
1807,pksM,BSU17200,0,1774
1808,pksN,BSU17210,0,1775
1809,pksR,BSU17220,0,1776
1810,pksS,BSU17230,1,1777
1811,ymzB,BSU17240,1,1778
1812,ymaE,BSU17250,1,1779
1813,aprX,BSU17260,1,1780
1814,ymzE,BSU17267,0,1781
1815,ymaC,BSU17270,0,1782
1816,ymaD,BSU17280,0,1783
1817,ebrB,BSU17290,1,1784
1818,ebrA,BSU17300,1,1785
1819,ymaG,BSU17310,1,1786
1820,ymaF,BSU17320,0,1787
1821,miaA,BSU17330,0,1788
1822,ymaH,BSU17340,0,1789
1823,ymzC,BSU17350,0,1790
1824,ymzA,BSU17360,0,1791
1825,nrdI,BSU17370,0,1792
1826,nrdE,BSU17380,0,1793
1827,nrdF,BSU17390,0,1794
1828,ymaB,BSU17400,0,1795
1829,cwlC,BSU17410,1,1796
1830,spoVK,BSU17420,0,1797
1831,ynbA,BSU17430,0,1798
1832,ynbB,BSU17440,0,1799
1833,glnR,BSU17450,0,1800
1834,glnA,BSU17460,0,1801
1835,ynxB,BSU17470,0,1802
1836,ynzF,BSU17480,0,1803
1837,ynzG,BSU17490,0,1804
1838,ynaB,BSU17500,0,1805
1839,ynaC,BSU17510,0,1806
1840,ynaD,BSU17520,0,1807
1841,ynaE,BSU17530,0,1808
1842,ynaF,BSU17540,0,1809
1843,ynaG,BSU17550,0,1810
1844,ynzI,BSU17559,0,1811
1845,ynaI,BSU17560,0,1812
1846,xynP,BSU17570,0,1813
1847,xynB,BSU17580,0,1814
1848,xylR,BSU17590,1,1815
1849,xylA,BSU17600,0,1816
1850,xylB,BSU17610,0,1817
1851,yncB,BSU17620,1,1818
1852,yncC,BSU17630,0,1819
1853,alrB,BSU17640,1,1820
1854,yncE,BSU17650,0,1821
1855,yncF,BSU17660,0,1822
1856,cotU,BSU17670,1,1823
1857,ynzJ,BSU17678,0,1824
1858,thyA,BSU17680,0,1825
1859,yncM,BSU17690,1,1826
1860,ynzK,BSU17699,1,1827
1861,cotC,BSU17700,1,1828
1862,tatAC,BSU17710,1,1829
1863,yndA,BSU17720,0,1830
1864,yndB,BSU17730,1,1831
1865,ynzB,BSU17740,0,1832
1866,yndD,BSU17750,0,1833
1867,yndE,BSU17760,0,1834
1868,yndF,BSU17770,0,1835
1869,yndG,BSU17780,0,1836
1870,yndH,BSU17790,0,1837
1871,yndJ,BSU17800,0,1838
1872,yndK,BSU17810,0,1839
1873,yndL,BSU17820,0,1840
1874,yndM,BSU17830,1,1841
1875,fosB,BSU17840,0,1842
1876,lexA,BSU17850,1,1843
1877,yneA,BSU17860,0,1844
1878,yneB,BSU17870,0,1845
1879,ynzC,BSU17880,0,1846
1880,tkt,BSU17890,0,1847
1881,yneE,BSU17900,0,1848
1882,yneF,BSU17910,0,1849
1883,ynzD,BSU17920,1,1850
1884,ccdA,BSU17930,0,1851
1885,yneI,BSU17940,0,1852
1886,yneJ,BSU17950,0,1853
1887,yneK,BSU17960,1,1854
1888,cotM,BSU17970,1,1855
1889,sspP,BSU17980,1,1856
1890,sspO,BSU17990,1,1857
1891,citB,BSU18000,0,1858
1892,yneN,BSU18010,0,1859
1893,ynzL,BSU18019,0,1860
1894,sspN,BSU18020,0,1861
1895,tlp,BSU18030,0,1862
1896,yneP,BSU18040,0,1863
1897,yneQ,BSU18050,0,1864
1898,yneR,BSU18060,1,1865
1899,plsY,BSU18070,1,1866
1900,yneT,BSU18080,0,1867
1901,parE,BSU18090,0,1868
1902,parC,BSU18100,0,1869
1903,ynfC,BSU18110,1,1870
1904,alsT,BSU18120,0,1871
1905,eglS,BSU18130,0,1872
1906,ynfE,BSU18140,0,1873
1907,xynC,BSU18150,1,1874
1908,xynD,BSU18160,1,1875
1909,yngA,BSU18170,0,1876
1910,yngB,BSU18180,0,1877
1911,yngC,BSU18190,0,1878
1912,yngD,BSU18200,1,1879
1913,yngE,BSU18210,1,1880
1914,yngF,BSU18220,1,1881
1915,yngG,BSU18230,1,1882
1916,yngHB,BSU18239,1,1883
1917,yngHA,BSU18240,1,1884
1918,yngI,BSU18250,1,1885
1919,yngJ,BSU18260,1,1886
1920,ynzE,BSU18270,1,1887
1921,yngK,BSU18280,1,1888
1922,yngL,BSU18290,1,1889
1923,ppsE,BSU18300,1,1890
1924,ppsD,BSU18310,1,1891
1925,ppsC,BSU18320,1,1892
1926,ppsB,BSU18330,1,1893
1927,ppsA,BSU18340,1,1894
1928,dacC,BSU18350,1,1895
1929,yoxA,BSU18360,1,1896
1930,yoeA,BSU18370,1,1897
1931,iseA,BSU18380,0,1898
1932,yoeC,BSU18390,1,1899
1933,yoeD,BSU18400,1,1900
1934,ggt,BSU18410,0,1901
1935,ftsR,BSU18420,1,1902
1936,yogA,BSU18430,0,1903
1937,gltB,BSU18440,1,1904
1938,gltA,BSU18450,1,1905
1939,gltC,BSU18460,0,1906
1940,proJ,BSU18470,1,1907
1941,proH,BSU18480,1,1908
1942,rtp,BSU18490,1,1909
1943,yoxD,BSU18500,0,1910
1944,yoxC,BSU18510,1,1911
1945,yoxB,BSU18520,1,1912
1946,yoaA,BSU18530,1,1913
1947,yoaB,BSU18540,0,1914
1948,yoaC,BSU18550,0,1915
1949,yoaD,BSU18560,0,1916
1950,,BSU_misc_RNA_31,0,4252
1951,yoaE,BSU18570,1,1917
1952,yoaF,BSU18580,1,1918
1953,yoaG,BSU18590,0,1919
1954,yozQ,BSU18600,1,1920
1955,yoaH,BSU18610,0,1921
1956,yoaI,BSU18620,1,1922
1957,exlX,BSU18630,0,1923
1958,yoaK,BSU18640,0,1924
1959,pelB,BSU18650,1,1925
1960,yoaM,BSU18660,1,1926
1961,yozS,BSU18669,0,1927
1962,yoaN,BSU18670,0,1928
1963,yoaO,BSU18680,0,1929
1964,yoaP,BSU18690,0,1930
1965,yoaQ,BSU18700,1,1931
1966,yozT,BSU18709,0,1932
1967,yozF,BSU18710,0,1933
1968,yoaR,BSU18720,0,1934
1969,yoaS,BSU18730,1,1935
1970,yozG,BSU18740,1,1936
1971,yoaT,BSU18750,1,1937
1972,yoaU,BSU18760,0,1938
1973,cyeA,BSU18770,1,1939
1974,yoaW,BSU18780,0,1940
1975,yoaZ,BSU18790,0,1941
1976,penP,BSU18800,1,1942
1977,yobA,BSU18810,0,1943
1978,yozU,BSU18819,0,1944
1979,yobB,BSU18820,1,1945
1980,pps,BSU18830,0,1946
1981,xynA,BSU18840,0,1947
1982,yozV,BSU18849,0,1948
1983,yobD,BSU18850,1,1949
1984,yozH,BSU18860,0,1950
1985,yozI,BSU18870,1,1951
1986,yobF,BSU18890,0,1952
1987,yozW,BSU18898,0,1953
1988,yozX,BSU18899,1,1954
1989,yozJ,BSU18900,0,1955
1990,yozY,BSU18908,1,1956
1991,yozZ,BSU18909,1,1957
1992,rapK,BSU18910,1,1958
1993,phrK,BSU18920,1,1959
1994,yozL,BSU18950,0,1960
1995,yozM,BSU18960,1,1961
1996,yobI,BSU18970,0,1962
1997,yoyA,BSU18979,0,1963
1998,yobJ,BSU18980,0,1964
1999,yobK,BSU18990,0,1965
2000,yobL,BSU19000,0,1966
2001,yobN,BSU19020,1,1967
2002,yobO,BSU19030,1,1968
2003,csaA,BSU19040,0,1969
2004,yobQ,BSU19050,0,1970
2005,yobR,BSU19060,0,1971
2006,yobS,BSU19070,0,1972
2007,yobT,BSU19080,0,1973
2008,yobU,BSU19090,0,1974
2009,yobV,BSU19100,0,1975
2010,yobW,BSU19110,1,1976
2011,czrA,BSU19120,0,1977
2012,yocA,BSU19130,1,1978
2013,yozB,BSU19140,0,1979
2014,yocB,BSU19150,0,1980
2015,yocC,BSU19160,1,1981
2016,yocD,BSU19170,1,1982
2017,des,BSU19180,1,1983
2018,desK,BSU19190,1,1984
2019,desR,BSU19200,1,1985
2020,yocH,BSU19210,0,1986
2021,yocI,BSU19220,0,1987
2022,,BSU_misc_RNA_32,0,4253
2023,yocJ,BSU19230,0,1988
2024,yocK,BSU19240,0,1989
2025,yocL,BSU19250,0,1990
2026,yoyB,BSU19259,1,1991
2027,yocM,BSU19260,0,1992
2028,yozN,BSU19270,1,1993
2029,yocN,BSU19280,1,1994
2030,yozO,BSU19290,0,1995
2031,yozC,BSU19300,0,1996
2032,dhaS,BSU19310,1,1997
2033,sqhC,BSU19320,1,1998
2034,sodF,BSU19330,1,1999
2035,yocR,BSU19340,0,2000
2036,yocS,BSU19350,1,2001
2037,odhB,BSU19360,0,2002
2038,odhA,BSU19370,0,2003
2039,yojO,BSU19380,0,2004
2040,yojN,BSU19390,0,2005
2041,sodC,BSU19400,0,2006
2042,cwlS,BSU19410,0,2007
2043,yojK,BSU19420,0,2008
2044,yojJ,BSU19430,0,2009
2045,norM,BSU19440,1,2010
2046,rsbRC,BSU19450,1,2011
2047,yojG,BSU19460,0,2012
2048,yojF,BSU19470,0,2013
2049,yoyC,BSU19479,0,2014
2050,yojE,BSU19480,0,2015
2051,gerT,BSU19490,1,2016
2052,yojB,BSU19510,0,2017
2053,yojA,BSU19520,0,2018
2054,yodA,BSU19530,1,2019
2055,yodB,BSU19540,0,2020
2056,yodC,BSU19550,1,2021
2057,yodD,BSU19560,0,2022
2058,yodE,BSU19570,0,2023
2059,yoyD,BSU19579,1,2024
2060,yodF,BSU19580,1,2025
2061,ctpA,BSU19590,0,2026
2062,yodH,BSU19600,1,2027
2063,yodI,BSU19610,1,2028
2064,yodJ,BSU19620,0,2029
2065,deoD,BSU19630,0,2030
2066,yoyE,BSU19639,1,2031
2067,yodL,BSU19640,0,2032
2068,yodM,BSU19650,0,2033
2069,yozD,BSU19660,0,2034
2070,yoyF,BSU19669,1,2035
2071,yodN,BSU19670,0,2036
2072,yozE,BSU19680,0,2037
2073,yokU,BSU19689,0,2038
2074,kamA,BSU19690,0,2039
2075,yodP,BSU19700,0,2040
2076,yodQ,BSU19710,0,2041
2077,yodR,BSU19720,0,2042
2078,yodS,BSU19730,0,2043
2079,yodT,BSU19740,0,2044
2080,yoyG,BSU19749,0,2045
2081,cgeE,BSU19750,0,2046
2082,cgeD,BSU19760,0,2047
2083,cgeC,BSU19770,0,2048
2084,cgeA,BSU19780,1,2049
2085,cgeB,BSU19790,1,2050
2086,phy,BSU19800,0,2051
2087,ypqP,BSU19810,1,2052
2088,yotN,BSU19820,0,2053
2089,yotM,BSU19830,0,2054
2090,yotL,BSU19840,1,2055
2091,yotK,BSU19850,0,2056
2092,yotJ,BSU19860,0,2057
2093,yotI,BSU19870,0,2058
2094,yotH,BSU19880,0,2059
2095,yotG,BSU19890,0,2060
2096,yotE,BSU19910,0,2061
2097,yotD,BSU19920,0,2062
2098,yotC,BSU19930,0,2063
2099,yotB,BSU19940,0,2064
2100,sspC,BSU19950,1,2065
2101,yosX,BSU19970,0,2066
2102,yosW,BSU19980,0,2067
2103,yosV,BSU19990,0,2068
2104,yojW,BSU19999,0,2069
2105,yosU,BSU20000,1,2070
2106,yosT,BSU20010,0,2071
2107,yosS,BSU20020,0,2072
2108,yosR,BSU20030,0,2073
2109,yosP,BSU20040,0,2074
2110,yosQ,BSU20050,0,2075
2111,nrdEB,BSU20060,0,2076
2112,nrdIB,BSU20070,0,2077
2113,yosL,BSU20080,0,2078
2114,yosK,BSU20090,0,2079
2115,yosJ,BSU20100,0,2080
2116,yosI,BSU20110,0,2081
2117,yosH,BSU20120,0,2082
2118,yosG,BSU20130,0,2083
2119,yosF,BSU20140,0,2084
2120,yosE,BSU20150,0,2085
2121,yosD,BSU20160,0,2086
2122,yosC,BSU20170,0,2087
2123,yosB,BSU20180,0,2088
2124,yosA,BSU20190,1,2089
2125,yorZ,BSU20200,0,2090
2126,yorY,BSU20210,0,2091
2127,yorX,BSU20220,0,2092
2128,yorW,BSU20230,0,2093
2129,yorV,BSU20240,0,2094
2130,mtbP,BSU20250,0,2095
2131,yorT,BSU20260,0,2096
2132,yorS,BSU20270,0,2097
2133,yorR,BSU20280,0,2098
2134,yorQ,BSU20290,0,2099
2135,yorP,BSU20300,0,2100
2136,yorO,BSU20310,0,2101
2137,yorN,BSU20320,0,2102
2138,yorM,BSU20330,0,2103
2139,yorL,BSU20340,0,2104
2140,yorK,BSU20350,0,2105
2141,yorJ,BSU20360,0,2106
2142,yorI,BSU20370,0,2107
2143,yorH,BSU20380,0,2108
2144,yorG,BSU20390,0,2109
2145,yorF,BSU20400,0,2110
2146,yorE,BSU20410,0,2111
2147,yorD,BSU20420,0,2112
2148,yorC,BSU20430,0,2113
2149,yorB,BSU20440,0,2114
2150,yorA,BSU20450,0,2115
2151,yoqZ,BSU20460,0,2116
2152,yoqY,BSU20470,0,2117
2153,yoqX,BSU20480,0,2118
2154,ligB,BSU20500,1,2119
2155,yoqU,BSU20510,0,2120
2156,yoqT,BSU20520,1,2121
2157,yoqS,BSU20530,0,2122
2158,yoqR,BSU20540,0,2123
2159,yoqP,BSU20550,0,2124
2160,yoqO,BSU20560,1,2125
2161,yoqN,BSU20570,0,2126
2162,yoqM,BSU20580,1,2127
2163,yoqL,BSU20590,0,2128
2164,yoqK,BSU20600,0,2129
2165,yoqJ,BSU20610,0,2130
2166,yoqI,BSU20620,0,2131
2167,yoqH,BSU20630,0,2132
2168,yoqG,BSU20640,0,2133
2169,yoqF,BSU20650,0,2134
2170,yoqE,BSU20660,0,2135
2171,yoqD,BSU20670,0,2136
2172,yoqC,BSU20680,0,2137
2173,yoqB,BSU20690,0,2138
2174,yoqA,BSU20700,0,2139
2175,yopZ,BSU20710,0,2140
2176,yopY,BSU20720,0,2141
2177,yopX,BSU20730,0,2142
2178,yopW,BSU20740,0,2143
2179,yopV,BSU20750,0,2144
2180,yopU,BSU20760,0,2145
2181,yopT,BSU20770,0,2146
2182,yopS,BSU20780,1,2147
2183,yopR,BSU20790,0,2148
2184,yopQ,BSU20800,0,2149
2185,yopP,BSU20810,0,2150
2186,yopO,BSU20820,0,2151
2187,yopN,BSU20830,0,2152
2188,yopM,BSU20840,0,2153
2189,yopL,BSU20850,0,2154
2190,yopK,BSU20860,0,2155
2191,yopJ,BSU20870,0,2156
2192,yopI,BSU20880,0,2157
2193,yopH,BSU20890,0,2158
2194,yopG,BSU20900,0,2159
2195,yopF,BSU20910,0,2160
2196,yopE,BSU20920,0,2161
2197,yoyH,BSU20928,1,2162
2198,yoyI,BSU20929,1,2163
2199,yopD,BSU20930,0,2164
2200,yopC,BSU20940,0,2165
2201,yopB,BSU20950,0,2166
2202,yopA,BSU20960,0,2167
2203,yonX,BSU20970,0,2168
2204,yonV,BSU20980,0,2169
2205,yonU,BSU20990,0,2170
2206,yoyJ,BSU20999,0,2171
2207,yonT,BSU21000,0,2172
2208,yonS,BSU21010,0,2173
2209,yonR,BSU21020,0,2174
2210,yonP,BSU21030,1,2175
2211,yonO,BSU21040,1,2176
2212,yonN,BSU21050,1,2177
2213,yonK,BSU21060,1,2178
2214,yonJ,BSU21070,1,2179
2215,yonI,BSU21080,0,2180
2216,yonH,BSU21090,1,2181
2217,yonG,BSU21100,1,2182
2218,yonF,BSU21110,1,2183
2219,yonE,BSU21120,1,2184
2220,yonD,BSU21130,1,2185
2221,yonC,BSU21140,1,2186
2222,yonB,BSU21150,1,2187
2223,yonA,BSU21160,1,2188
2224,yomZ,BSU21170,1,2189
2225,yomY,BSU21180,1,2190
2226,yomX,BSU21190,1,2191
2227,yomW,BSU21200,1,2192
2228,yomV,BSU21210,1,2193
2229,yomU,BSU21220,1,2194
2230,youA,BSU21229,1,2195
2231,yomT,BSU21230,1,2196
2232,yomS,BSU21240,1,2197
2233,yomR,BSU21250,1,2198
2234,yomQ,BSU21260,1,2199
2235,yomP,BSU21270,1,2200
2236,yomO,BSU21280,1,2201
2237,yomN,BSU21290,1,2202
2238,yomM,BSU21300,1,2203
2239,yozP,BSU21310,0,2204
2240,yomK,BSU21330,1,2205
2241,yomJ,BSU21340,1,2206
2242,yomI,BSU21350,1,2207
2243,yomH,BSU21360,1,2208
2244,yomG,BSU21370,1,2209
2245,yomF,BSU21380,1,2210
2246,yomE,BSU21390,1,2211
2247,yomD,BSU21400,1,2212
2248,blyA,BSU21410,1,2213
2249,bhlA,BSU21420,1,2214
2250,bhlB,BSU21430,1,2215
2251,bdbB,BSU21440,0,2216
2252,yolJ,BSU21450,0,2217
2253,bdbA,BSU21460,0,2218
2254,sunT,BSU21470,0,2219
2255,sunA,BSU21480,0,2220
2256,sunI,BSU21490,0,2221
2257,uvrX,BSU21500,0,2222
2258,yolC,BSU21520,1,2223
2259,yolB,BSU21530,0,2224
2260,yolA,BSU21540,0,2225
2261,yokL,BSU21550,0,2226
2262,yokK,BSU21560,0,2227
2263,yokJ,BSU21570,0,2228
2264,yokI,BSU21580,0,2229
2265,yoyK,BSU21598,1,2230
2266,yoyK,BSU21599,1,2231
2267,yokG,BSU21600,0,2232
2268,yokF,BSU21610,1,2233
2269,yokE,BSU21620,1,2234
2270,yokD,BSU21630,1,2235
2271,yokC,BSU21640,0,2236
2272,yokB,BSU21650,0,2237
2273,yokA,BSU21660,1,2238
2274,ypqP,BSU21670,1,2239
2275,msrB,BSU21680,0,2240
2276,msrA,BSU21690,0,2241
2277,ypoP,BSU21700,1,2242
2278,dinF,BSU21710,0,2243
2279,ypmT,BSU21720,0,2244
2280,ypmS,BSU21730,0,2245
2281,ypmR,BSU21740,0,2246
2282,scuA,BSU21750,0,2247
2283,ypmP,BSU21760,0,2248
2284,ilvA,BSU21770,0,2249
2285,yplP,BSU21780,1,2250
2286,yplQ,BSU21790,1,2251
2287,ypkP,BSU21800,0,2252
2288,dfrA,BSU21810,0,2253
2289,thyB,BSU21820,0,2254
2290,ypjQ,BSU21830,0,2255
2291,ypjP,BSU21840,0,2256
2292,ypiP,BSU21850,0,2257
2293,yphP,BSU21860,0,2258
2294,ilvD,BSU21870,0,2259
2295,ypgR,BSU21880,0,2260
2296,ypgQ,BSU21890,0,2261
2297,bsaA,BSU21900,0,2262
2298,metA,BSU21910,1,2263
2299,ugtP,BSU21920,1,2264
2300,cspD,BSU21930,1,2265
2301,degR,BSU21940,0,2266
2302,ypzA,BSU21950,1,2267
2303,ypeQ,BSU21960,0,2268
2304,ypeP,BSU21970,0,2269
2305,ypdP,BSU21980,1,2270
2306,ypdQ,BSU21990,1,2271
2307,sspL,BSU22000,1,2272
2308,exoA,BSU22010,0,2273
2309,ypzF,BSU22019,0,2274
2310,ypbS,BSU22020,0,2275
2311,ypbR,BSU22030,0,2276
2312,ypbQ,BSU22040,0,2277
2313,bcsA,BSU22050,0,2278
2314,pbuX,BSU22060,0,2279
2315,xpt,BSU22070,0,2280
2316,,BSU_misc_RNA_34,0,4254
2317,ypwA,BSU22080,0,2281
2318,kdgT,BSU22090,0,2282
2319,kdgA,BSU22100,0,2283
2320,kdgK,BSU22110,0,2284
2321,kdgR,BSU22120,0,2285
2322,kduI,BSU22130,1,2286
2323,kduD,BSU22140,1,2287
2324,ypvA,BSU22150,0,2288
2325,yptA,BSU22160,0,2289
2326,ypzG,BSU22169,1,2290
2327,ypsC,BSU22170,0,2291
2328,rnpB,BSU_misc_RNA_35,0,4255
2329,gpsB,BSU22180,0,2292
2330,ypsA,BSU22190,0,2293
2331,cotD,BSU22200,0,2294
2332,yprB,BSU22210,0,2295
2333,yprA,BSU22220,0,2296
2334,ypqE,BSU22230,0,2297
2335,ypqA,BSU22240,1,2298
2336,yppG,BSU22250,0,2299
2337,yppF,BSU22260,1,2300
2338,yppE,BSU22270,0,2301
2339,yppD,BSU22280,0,2302
2340,sspM,BSU22290,1,2303
2341,yppC,BSU22300,0,2304
2342,recU,BSU22310,1,2305
2343,ponA,BSU22320,1,2306
2344,ypoC,BSU22330,0,2307
2345,nth,BSU22340,0,2308
2346,dnaD,BSU22350,0,2309
2347,asnS,BSU22360,0,2310
2348,aspB,BSU22370,0,2311
2349,ypmB,BSU22380,0,2312
2350,ypmA,BSU22390,0,2313
2351,dinG,BSU22400,0,2314
2352,panD,BSU22410,0,2315
2353,panC,BSU22420,0,2316
2354,panB,BSU22430,0,2317
2355,birA,BSU22440,0,2318
2356,cca,BSU22450,0,2319
2357,ypjH,BSU22460,0,2320
2358,ypjG,BSU22470,0,2321
2359,mgsA,BSU22480,0,2322
2360,dapB,BSU22490,0,2323
